Function,Min Sampling Rate (%),Max Sampling Rate (%),Average Sampling Rate (%)
Query_block::validate_base_options,0.0,0.03,0.012
ha_rollback_low,0.01,0.02,0.012
trx_rollback_for_mysql,0.01,0.02,0.012
EVP_MD_CTX_init,0.01,0.02,0.012
Sql_cmd_select::sql_command_code,0.01,0.02,0.012
Ha_trx_info_list::Iterator::operator!=,0.01,0.02,0.012
Sql_cmd_update::precheck,0.01,0.02,0.012
dec_zone_page_state,0.01,0.02,0.012
lock_hrtimer_base.isra.20,0.0,0.02,0.012
TrxInInnoDB::enter,0.01,0.02,0.012
Item_field::is_outer_field,0.01,0.02,0.012
MDL_ticket_store::is_empty,0.01,0.02,0.012
eth_type_trans,0.0,0.02,0.012
Item_func_true::val_int,0.01,0.02,0.012
calculate_condition_filter,0.0,0.02,0.012
btr_pcur_t::move_to_next_page,0.01,0.02,0.012
generic_write_checks,0.0,0.02,0.012
IteratorsAreNeeded,0.01,0.02,0.012
init_ref,0.0,0.02,0.012
PFS_schema_name::set,0.0,0.02,0.012
Item_string::save_in_field_inner,0.0,0.02,0.012
__snprintf_chk,0.0,0.02,0.012
Query_options::save_to,0.0,0.02,0.012
blk_insert_flush,0.01,0.02,0.012
SEL_ARG::SEL_ARG,0.0,0.02,0.012
IndexRangeScanIterator::IndexRangeScanIterator,0.01,0.02,0.012
thd_mem_cnt_alloc,0.0,0.02,0.012
__list_del_entry,0.01,0.02,0.012
Field_long::val_int,0.01,0.02,0.012
Item::is_null,0.0,0.02,0.012
buf_flush_insert_into_flush_list,0.01,0.02,0.012
lock_on_statement_end,0.0,0.02,0.012
Protocol_classic::get_output_packet,0.01,0.02,0.012
my_malloc,0.0,0.02,0.012
log_buffer_set_first_record_group,0.01,0.02,0.012
tcp_md5_do_lookup,0.01,0.02,0.012
buf_page_create,0.01,0.02,0.012
row_undo_ins,0.0,0.02,0.01
__tzfile_compute,0.0,0.02,0.01
Item_equal::add,0.0,0.02,0.01
idx_merge_hint_state,0.0,0.02,0.01
cap_socket_sock_rcv_skb,0.01,0.01,0.01
rcu_bh_qs,0.01,0.01,0.01
rec_set_nth_field,0.01,0.01,0.01
timespec_add_safe,0.0,0.02,0.01
THD::inc_lock_usec,0.0,0.02,0.01
btr_cur_optimistic_latch_leaves,0.0,0.02,0.01
row_upd_changes_some_index_ord_field_binary,0.01,0.01,0.01
Locked_tables_list::adjust_renamed_tablespace_mdls,0.01,0.01,0.01
my_strtod,0.01,0.01,0.01
lru_add_drain_cpu,0.01,0.01,0.01
THD::rollback_item_tree_changes,0.0,0.02,0.01
TABLE::cleanup_value_generator_items,0.01,0.01,0.01
pfs_set_statement_lock_time_vc,0.01,0.01,0.01
__tz_compute,0.01,0.01,0.01
dd::cache::Local_multi_map<dd::Charset>::erase,0.01,0.01,0.01
memchr,0.0,0.02,0.01
log_update_buf_limit,0.0,0.02,0.01
LEX::need_correct_ident,0.0,0.02,0.01
pfs_digest_start_vc,0.01,0.01,0.01
MDL_context::release_statement_locks,0.0,0.02,0.01
mtr_t::x_lock_space,0.01,0.01,0.01
EVP_DigestUpdate@plt,0.01,0.01,0.01
Query_block::set_lock_for_table,0.0,0.02,0.01
dput,0.01,0.01,0.01
cap_socket_recvmsg,0.01,0.01,0.01
Query_block::destroy_tree,0.01,0.01,0.01
DsMrr_impl::dsmrr_next,0.01,0.01,0.01
GetTableAccessPath,0.0,0.02,0.01
mysql_errno_to_sqlstate,0.01,0.01,0.01
Item_func_true::~Item_func_true,0.0,0.02,0.01
Item_func_lt::val_int,0.01,0.01,0.01
QEP_TAB::init,0.0,0.02,0.01
btr_search_update_hash_node_on_insert,0.0,0.02,0.01
handler::set_end_range,0.0,0.02,0.01
TableRowIterator::HandleError,0.01,0.01,0.01
security_file_permission,0.0,0.02,0.01
thd_sql_command,0.01,0.01,0.01
TABLE::mark_columns_needed_for_update,0.0,0.02,0.01
bitmap_is_subset,0.01,0.01,0.01
hrtimer_try_to_cancel,0.0,0.02,0.01
Query_term::validate_structure,0.01,0.01,0.01
cap_socket_sendmsg,0.01,0.01,0.01
reject_geometry_args,0.0,0.02,0.01
get_futex_key,0.0,0.02,0.01
flst_add_first,0.0,0.02,0.01
JOIN_TAB::set_table,0.0,0.02,0.01
pfs_end_idle_wait_v1,0.0,0.02,0.01
decimal_round,0.01,0.01,0.01
fsp_is_undo_tablespace,0.01,0.01,0.01
get_cached_table_access,0.01,0.01,0.01
row_undo_step,0.0,0.02,0.01
THD::inc_sent_row_count,0.01,0.01,0.01
Log_file::open,0.0,0.02,0.01
Field::get_key_image,0.01,0.01,0.01
Item::numeric_context_result_type,0.0,0.02,0.01
blk_mq_get_driver_tag,0.01,0.01,0.01
Field_temporal_with_date_and_timef::decimals,0.01,0.01,0.01
clock_gettime@plt,0.01,0.01,0.01
Transaction_state_tracker::end_trx,0.01,0.01,0.01
JOIN::mark_const_table,0.01,0.01,0.01
fil_space_t::was_not_deleted,0.0,0.02,0.01
sbitmap_get,0.0,0.02,0.01
Query_block::check_only_full_group_by,0.0,0.02,0.01
PT_order_list::contextualize,0.0,0.02,0.01
print_keyuse_array,0.0,0.02,0.01
get_field_name_or_expression,0.0,0.02,0.01
dd_dispatch_request,0.0,0.02,0.01
Field_new_decimal::store_decimal,0.01,0.01,0.01
JOIN::unplug_join_tabs,0.01,0.01,0.01
task_nice,0.0,0.02,0.01
thd_test_options,0.0,0.02,0.01
XID_STATE::xa_trans_rolled_back,0.01,0.01,0.01
MDL_ticket_store::push_front,0.01,0.01,0.01
Item_cond::apply_is_true,0.01,0.01,0.01
Item_func_plus::~Item_func_plus,0.0,0.02,0.01
dict_index_node_ptr_max_size,0.01,0.01,0.01
aio_read_events,0.0,0.02,0.01
JOIN::test_skip_sort,0.0,0.02,0.01
__GI_____strtoull_l_internal,0.01,0.01,0.01
setup_order,0.01,0.01,0.01
Field_temporal_with_date::store_internal_adjust_frac,0.01,0.01,0.01
mutex_unlock,0.0,0.02,0.01
strcmp@plt,0.01,0.01,0.01
__mutex_unlock_slowpath,0.01,0.01,0.01
pfs_set_statement_rows_examined_vc,0.01,0.01,0.01
FIPS_selftest_check,0.0,0.02,0.01
jbd2_journal_dirty_metadata,0.0,0.02,0.01
dd::cache::Dictionary_client::remove_uncommitted_objects<dd::Resource_group>,0.0,0.02,0.01
Ha_trx_info_list::end,0.0,0.02,0.01
is_log_table_write_query,0.01,0.01,0.01
ispunct@plt,0.01,0.01,0.01
my_gcvt,0.01,0.01,0.01
skb_entail,0.0,0.02,0.01
Field_str::result_type,0.01,0.01,0.01
Diagnostics_area::set_eof_status,0.01,0.01,0.01
Protocol_text::store_longlong,0.01,0.01,0.01
Item::check_well_formed_result,0.0,0.02,0.01
row_build,0.0,0.02,0.01
Item_func_numhybrid::val_decimal,0.0,0.02,0.01
IndexRangeScanIterator::shared_init,0.01,0.01,0.01
pack_rows::TableCollection::TableCollection,0.01,0.01,0.01
Item_int::init,0.01,0.01,0.01
__ext4_handle_dirty_metadata,0.0,0.02,0.01
prepare_to_wait,0.01,0.01,0.01
Protocol_classic::end_row,0.0,0.02,0.01
ENGINE_get_digest_engine,0.0,0.01,0.008
Item::eq_cmp_result,0.0,0.01,0.008
Sql_cmd_select::is_data_change_stmt,0.0,0.02,0.008
log_buffer_close,0.0,0.01,0.008
TrxUndoRsegsIterator::set_next,0.0,0.01,0.008
JOIN_TAB::cleanup,0.0,0.01,0.008
dd_has_work,0.0,0.01,0.008
std::string::_Rep::_S_create@plt,0.0,0.02,0.008
Field::check_constraints,0.0,0.01,0.008
Field_temporal_with_date::send_to_protocol,0.0,0.01,0.008
memcmp@plt,0.0,0.01,0.008
Ha_trx_info_list::begin,0.0,0.01,0.008
sigprocmask,0.0,0.01,0.008
run_before_dml_hook,0.0,0.01,0.008
tcp_options_write,0.0,0.01,0.008
lock_timer_base.isra.38,0.0,0.01,0.008
fsp_get_space_header_block,0.0,0.01,0.008
@plt,0.0,0.02,0.008
disk_map_sector_rcu,0.0,0.01,0.008
blk_attempt_plug_merge,0.0,0.01,0.008
buf_block_alloc,0.0,0.01,0.008
mem_heap_free_block_free,0.0,0.01,0.008
Item::decimal_precision,0.0,0.01,0.008
validate_default_values_of_unset_fields,0.0,0.01,0.008
QUICK_RANGE::QUICK_RANGE,0.0,0.02,0.008
Item_sum::cleanup,0.0,0.01,0.008
PROFILING::start_new_query,0.0,0.02,0.008
find_order_in_list,0.0,0.01,0.008
blk_account_io_start,0.0,0.01,0.008
Group_check::check_query,0.0,0.02,0.008
my_net_set_read_timeout,0.0,0.01,0.008
__sb_end_write,0.0,0.01,0.008
compute_digest_hash,0.0,0.02,0.008
local_bh_disable,0.0,0.01,0.008
__x86_indirect_thunk_rdx,0.0,0.01,0.008
add_to_page_cache_lru,0.0,0.01,0.008
AIOHandler::post_io_processing,0.0,0.01,0.008
memmove@plt,0.0,0.01,0.008
__tzset_parse_tz,0.0,0.01,0.008
__percpu_counter_add,0.0,0.01,0.008
btr_search_drop_page_hash_index,0.0,0.01,0.008
hash_futex,0.0,0.02,0.008
fget,0.0,0.01,0.008
__uflow,0.0,0.02,0.008
__lll_lock_wait_private,0.0,0.02,0.008
JOIN::get_end_select_func,0.0,0.01,0.008
my_numchars_mb,0.0,0.01,0.008
page_mkclean,0.0,0.01,0.008
Query_block::get_limit,0.0,0.01,0.008
wake_q_add,0.0,0.01,0.008
Item_func_numhybrid::val_int,0.0,0.01,0.008
Item::is_expensive_processor,0.0,0.02,0.008
ext4_meta_trans_blocks,0.0,0.01,0.008
vio_socket_timeout,0.0,0.01,0.008
thd_mem_cnt_free,0.0,0.01,0.008
item_cmp_type,0.0,0.01,0.008
current_kernel_time,0.0,0.01,0.008
bio_put,0.0,0.01,0.008
calc_join_type,0.0,0.01,0.008
Strict_error_handler::handle_condition,0.0,0.01,0.008
__check_heap_object,0.0,0.01,0.008
Item::init_make_field,0.0,0.01,0.008
Item_bool_func2::select_optimize,0.0,0.02,0.008
out_of_line_wait_on_bit,0.0,0.02,0.008
__bio_add_page,0.0,0.01,0.008
"NewIterator<AggregateIterator, std::unique_ptr<RowIterator, Destroy_only<RowIterator> >, JOIN*&, pack_rows::TableCollection, bool const&>",0.0,0.01,0.008
Field::get_image,0.0,0.02,0.008
blk_mq_start_request,0.0,0.01,0.008
Protocol_classic::end_result_metadata,0.0,0.01,0.008
Query_expression::get_field_list,0.0,0.02,0.008
Item_equal::members,0.0,0.01,0.008
find_stage_class,0.0,0.01,0.008
close_tmp_table,0.0,0.01,0.008
jbd2_journal_add_journal_head,0.0,0.01,0.008
PTI_expr_with_alias::~PTI_expr_with_alias,0.0,0.01,0.008
handler::ha_index_end,0.0,0.01,0.008
add_timer,0.0,0.01,0.008
find_table_in_global_list,0.0,0.01,0.008
records_are_comparable,0.0,0.01,0.008
dict_index_calc_min_rec_len,0.0,0.01,0.008
Field_varstring::data_length,0.0,0.02,0.008
buf::Block_hint::buffer_unfix_block_if_needed,0.0,0.01,0.008
buf_pool_watch_is_sentinel,0.0,0.01,0.008
skb_copy_datagram_iovec,0.0,0.01,0.0075
temptable::Handler::create,0.0,0.02,0.0075
Opt_trace_context::end,0.0,0.01,0.0075
instantiate_tmp_table,0.0,0.02,0.0075
EVP_MD_CTX_destroy@plt,0.0,0.01,0.0075
handler::unbind_psi,0.0,0.01,0.0075
os_event::get_wait_timelimit,0.0,0.01,0.0075
trx_start_if_not_started_low,0.0,0.01,0.0075
well_formed_copy_nchars,0.0,0.01,0.0075
create_table_access_path,0.0,0.01,0.0075
mysql_errno_to_builtin,0.0,0.01,0.0075
msecs_to_jiffies,0.0,0.01,0.0075
ref_lookup_subsumes_comparison,0.0,0.01,0.0075
read_lock_type_for_table,0.0,0.01,0.0075
Ha_trx_info_list::operator bool,0.0,0.01,0.0075
_raw_qspin_lock_irq,0.0,0.01,0.0075
srv_master_thread,0.0,0.01,0.0075
_IO_str_underflow,0.0,0.01,0.006666666666666667
command_satisfy_acl_cache_requirement,0.0,0.01,0.006666666666666667
ER_THD_NONCONST,0.0,0.01,0.006666666666666667
std::_Function_base::~_Function_base,0.0,0.01,0.006666666666666667
Item_func_get_system_var::cleanup,0.0,0.01,0.006666666666666667
mysql_reset_thd_for_next_command,0.0,0.01,0.006666666666666667
__memcmp_sse2,0.0,0.01,0.006666666666666667
vio_set_blocking_flag,0.0,0.01,0.006666666666666667
compute_offset,0.0,0.01,0.006666666666666667
Sql_cmd_insert_base::precheck,0.0,0.01,0.006666666666666667
Item_equal::walk,0.0,0.01,0.006
JOIN::update_sargable_from_const,0.0,0.01,0.006
Field::key_length,0.0,0.01,0.006
JOIN::refine_best_rowcount,0.0,0.01,0.006
and_conditions,0.0,0.01,0.006
find_cost_for_ref,0.0,0.01,0.006
Query_result_send::cleanup,0.0,0.01,0.006
btr_estimate_n_rows_in_range,0.0,0.01,0.006
compound_hint_key_enabled,0.0,0.02,0.006
rec_offs_nth_sql_null,0.0,0.01,0.006
bitmap_is_overlapping,0.0,0.01,0.006
pfs_set_socket_state_v1,0.0,0.01,0.006
unique_table,0.0,0.01,0.006
AggregateIterator::AggregateIterator,0.0,0.01,0.006
Fil_system::space_acquire,0.0,0.01,0.006
Field_str::decimals,0.0,0.01,0.006
dict_index_remove_from_v_col_list,0.0,0.02,0.006
srv_inc_activity_count,0.0,0.01,0.006
blk_mq_rq_ctx_init,0.0,0.01,0.006
EVP_DigestInit_ex@plt,0.0,0.01,0.006
pthread_mutex_unlock@plt,0.0,0.01,0.006
LinuxAIOHandler::collect,0.0,0.01,0.006
balance_dirty_pages_ratelimited,0.0,0.01,0.006
__add_to_page_cache_locked,0.0,0.01,0.006
bit_waitqueue,0.0,0.01,0.006
__strtoull_internal,0.0,0.01,0.006
trx_undo_gtid_add_update_undo,0.0,0.01,0.006
ext4_get_group_desc,0.0,0.01,0.006
flst_insert_before,0.0,0.01,0.006
tracesys,0.0,0.01,0.006
__tcp_select_window,0.0,0.01,0.006
net_store_data,0.0,0.02,0.006
Field::binary,0.0,0.01,0.006
ext4_ext_index_trans_blocks,0.0,0.01,0.006
"ut_list_remove<ut_list_base<trx_undo_t, trx_undo_t_undo_list_node_getter> >",0.0,0.01,0.006
Item_field::add_field_to_cond_set_processor,0.0,0.01,0.006
validate_string,0.0,0.01,0.006
fsnotify,0.0,0.01,0.006
posix_clock_realtime_get,0.0,0.01,0.006
String::set_ascii,0.0,0.01,0.006
Field_num::is_unsigned,0.0,0.01,0.006
check_that_all_fields_are_given_values,0.0,0.01,0.006
bvec_alloc,0.0,0.01,0.006
mpage_map_and_submit_buffers,0.0,0.01,0.006
Aggregator_distinct::~Aggregator_distinct,0.0,0.01,0.006
blk_rq_map_sg,0.0,0.01,0.006
dict_index_build_node_ptr,0.0,0.02,0.006
get_futex_key_refs.isra.12,0.0,0.01,0.006
DsMrr_impl::dsmrr_init,0.0,0.01,0.006
release_pages,0.0,0.01,0.006
my_system_gmt_sec,0.0,0.01,0.006
TABLE::column_bitmaps_set,0.0,0.01,0.006
Field_long::max_display_length,0.0,0.01,0.006
"std::__unguarded_linear_insert<Key_use*, __gnu_cxx::__ops::_Val_comp_iter<bool",0.0,0.01,0.006
quick_range_seq_next,0.0,0.01,0.006
thd_get_thread_id,0.0,0.01,0.006
quick_range_seq_init,0.0,0.01,0.006
ha_innobase::multi_range_read_info_const,0.0,0.01,0.006
__rawmemchr_sse2,0.0,0.01,0.006
longlong2decimal,0.0,0.01,0.006
THD::leave_locked_tables_mode,0.0,0.01,0.006
poll_select_copy_remaining,0.0,0.01,0.006
my_datetime_adjust_frac,0.0,0.01,0.006
std::__detail::_Prime_rehash_policy::_M_need_rehash,0.0,0.01,0.006
dd_insert_requests,0.0,0.01,0.006
bio_add_page,0.0,0.01,0.006
Security_context::master_access,0.0,0.02,0.006
Field_str::binary,0.0,0.01,0.006
__unqueue_futex,0.0,0.01,0.006
Item_field::find_item_equal,0.0,0.01,0.006
Opt_trace_context::support_I_S,0.0,0.01,0.006
QEP_TAB::access_path,0.0,0.01,0.006
AIO::linux_dispatch,0.0,0.01,0.006
mempool_alloc,0.0,0.01,0.005
Item::charset_for_protocol,0.0,0.01,0.005
PFS_session_all_memory_stat::count_controlled_free,0.0,0.01,0.005
locksys::Latches::Table_shards::get_mutex,0.0,0.01,0.005
blk_account_io_done,0.0,0.01,0.005
deadline_remove_request,0.0,0.01,0.005
std::_Rb_tree_decrement,0.0,0.01,0.005
THD::handle_condition,0.0,0.01,0.005
std::string::_Rep::_M_destroy@plt,0.0,0.01,0.005
blk_rq_bio_prep,0.0,0.01,0.005
sched_getcpu@plt,0.0,0.01,0.005
net_field_length_size,0.0,0.01,0.005
find_statement_class,0.0,0.01,0.005
syscall@plt,0.0,0.01,0.005
strconvert,0.0,0.01,0.005
wait_for_completion_io,0.0,0.01,0.005
jbd2_trans_will_send_data_barrier,0.0,0.01,0.005
__sbitmap_get_word,0.0,0.01,0.005
__kfree_skb,0.0,0.01,0.005
ispunct,0.0,0.01,0.005
Sql_condition::set_class_origins,0.0,0.01,0.005
thd_trx_priority,0.0,0.01,0.005
String::set_or_copy_aligned,0.0,0.01,0.005
dd::cache::Local_multi_map<dd::Spatial_reference_system>::erase,0.0,0.01,0.005
Clone_persist_gtid::set_persist_gtid,0.0,0.01,0.005
is_already_logged_transaction,0.0,0.01,0.005
EVP_sha256@plt,0.0,0.01,0.005
handler::ha_release_auto_increment,0.0,0.01,0.005
MDL_request::init_by_part_key_with_source,0.0,0.01,0.005
ha_innobase::was_semi_consistent_read,0.0,0.01,0.005
MDL_context::release_transactional_locks,0.0,0.01,0.005
Item_field::val_decimal,0.0,0.01,0.005
Item_equal::select_optimize,0.0,0.01,0.005
EVP_MD_CTX_test_flags,0.0,0.01,0.005
handler::end_psi_batch_mode,0.0,0.01,0.005
__xfrm_policy_check2.constprop.40,0.0,0.01,0.005
os_event_reset,0.0,0.01,0.005
find_item_in_list,0.0,0.01,0.005
Field_new_decimal::result_type,0.0,0.02,0.005
blk_integrity_merge_bio,0.0,0.01,0.005
LEX::first_lists_tables_same,0.0,0.01,0.005
fil_space_t::get_file_node,0.0,0.01,0.005
setup_tmp_table_handler,0.0,0.01,0.005
get_new_handler,0.0,0.01,0.005
temptable::Handler::Handler,0.0,0.01,0.005
set_normalized_timespec,0.0,0.01,0.005
rcu_note_context_switch,0.0,0.02,0.005
tcp_parse_md5sig_option,0.0,0.01,0.005
sync_array_wait_event,0.0,0.01,0.005
Query_result_send::~Query_result_send,0.0,0.01,0.005
compare_records,0.0,0.01,0.005
skb_push,0.0,0.01,0.005
__pthread_mutex_unlock_usercnt,0.0,0.01,0.005
dd::cache::Dictionary_client::remove_uncommitted_objects<dd::Tablespace>,0.0,0.01,0.005
throtl_update_dispatch_stats,0.0,0.01,0.005
String::mem_realloc_exp,0.0,0.01,0.005
RefIterator<true>::Init,0.0,0.01,0.005
Item_field::collect_item_field_processor,0.0,0.01,0.005
temptable::Table::Table,0.0,0.01,0.005
buf_LRU_buf_pool_running_out,0.0,0.01,0.005
Field_str::derivation,0.0,0.01,0.004
std::string::find,0.0,0.01,0.004
Field::numeric_context_result_type,0.0,0.01,0.004
blk_start_plug,0.0,0.01,0.004
__strlen_sse2,0.0,0.01,0.004
Field_timestampf::get_date_internal_at,0.0,0.01,0.004
page_simple_validate_old,0.0,0.01,0.004
Item_int::decimal_precision,0.0,0.01,0.004
__delayacct_blkio_start,0.0,0.01,0.004
__localtime_r,0.0,0.01,0.004
Sql_cmd_select::eligible_secondary_storage_engine,0.0,0.01,0.004
Item::save_str_value_in_field,0.0,0.01,0.004
mntput,0.0,0.01,0.004
FakeSingleRowIterator::Read,0.0,0.01,0.004
kmalloc_slab,0.0,0.01,0.004
io_getevents,0.0,0.01,0.004
page_move_rec_list_start,0.0,0.01,0.004
dict_index_t::get_col_pos,0.0,0.01,0.004
ha_innobase::multi_range_read_init,0.0,0.01,0.004
fil_space_release,0.0,0.01,0.004
pfs_set_statement_rows_sent_vc,0.0,0.01,0.004
ER_THD,0.0,0.01,0.004
PossiblyAttachFilter,0.0,0.01,0.004
pfs_set_thread_secondary_engine_vc,0.0,0.02,0.004
Item_cond_and::get_filtering_effect,0.0,0.01,0.004
"std::_Hashtable<unsigned long, std::pair<unsigned long const, trx_t*>, std::allocator<std::pair<unsigned long const, trx_t*> >, std::__detail::_Select1st, std::equal_to<unsigned long>, Trx_by_id_with_min::Trx_track_hash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_find_before_node",0.0,0.01,0.004
init_request_from_bio,0.0,0.01,0.004
Adaptive_flush::page_recommendation,0.0,0.01,0.004
Adaptive_flush::set_flush_target_by_lsn,0.0,0.01,0.004
Ha_trx_info_list::Iterator::operator==,0.0,0.02,0.004
row_upd_write_sys_vals_to_log,0.0,0.01,0.004
ext4_io_submit_init,0.0,0.01,0.004
hrtimer_cancel,0.0,0.01,0.004
__alloc_pages_nodemask,0.0,0.01,0.004
pfs_start_transaction_v1,0.0,0.01,0.004
pack_rows::TableCollection::AddTable,0.0,0.01,0.004
Query_block::get_offset,0.0,0.01,0.004
blk_mq_sched_put_request,0.0,0.01,0.004
blk_mq_finish_request,0.0,0.01,0.004
Field_timestampf::pack_length,0.0,0.01,0.004
TABLE::has_columns_marked_for_partial_update,0.0,0.01,0.004
bio_get_nr_vecs,0.0,0.01,0.004
EVP_MD_CTX_create@plt,0.0,0.01,0.004
Item_decimal::save_in_field_inner,0.0,0.01,0.004
Item_int::val_decimal,0.0,0.01,0.004
usecs_to_jiffies,0.0,0.01,0.004
Transactional_ddl_context::post_ddl,0.0,0.01,0.004
Ha_trx_info_list::operator,0.0,0.01,0.004
pthread_mutex_lock@plt,0.0,0.01,0.004
date_add_interval,0.0,0.01,0.004
lock_update_delete,0.0,0.01,0.004
mq_flush_data_end_io,0.0,0.01,0.004
check_deprecated_datetime_format,0.0,0.01,0.004
Ha_trx_info_list::Iterator::operator*,0.0,0.01,0.004
Field_str::max_display_length,0.0,0.01,0.0033333333333333335
temptable::Table::~Table,0.0,0.01,0.0033333333333333335
Field_float::store,0.0,0.01,0.0033333333333333335
pack_rows::Table::Table,0.0,0.01,0.0033333333333333335
Item_func_get_system_var::~Item_func_get_system_var,0.0,0.01,0.0033333333333333335
blk_queue_enter,0.0,0.01,0.0033333333333333335
std::_Rb_tree_insert_and_rebalance,0.0,0.01,0.0033333333333333335
__brelse,0.0,0.01,0.0033333333333333335
__GI___mempcpy,0.0,0.01,0.0033333333333333335
Log_file_handle::open,0.0,0.01,0.0033333333333333335
thd_get_trx_isolation,0.0,0.01,0.0033333333333333335
std::_Rb_tree_decrement@plt,0.0,0.01,0.0033333333333333335
que_fork_scheduler_round_robin,0.0,0.01,0.0033333333333333335
Log_file_handle::Log_file_handle,0.0,0.01,0.0033333333333333335
Mem_root_array_YY<PT_locking_clause*>::emplace_back<PT_locking_clause* const&>,0.0,0.01,0.0033333333333333335
get_sel_root_for_keypart,0.0,0.01,0.0033333333333333335
elv_merge,0.0,0.01,0.0033333333333333335
System_variable_tracker::cache_metadata,0.0,0.01,0.0033333333333333335
memdup_root,0.0,0.01,0.0033333333333333335
mem_root_deque<mem_root_deque<Item*>*>::add_block_back,0.0,0.01,0.0033333333333333335
Item::find_field_processor,0.0,0.01,0.0033333333333333335
blk_account_io_completion,0.0,0.01,0.0033333333333333335
fil_space_get_flags,0.0,0.01,0.0033333333333333335
PTI_text_literal_text_string::~PTI_text_literal_text_string,0.0,0.01,0.0033333333333333335
row_insert_for_mysql,0.0,0.01,0.0033333333333333335
PT_order_expr::contextualize,0.0,0.01,0.0033333333333333335
PROFILING::set_query_source,0.0,0.01,0.0033333333333333335
fsp_is_session_temporary,0.0,0.01,0.0033333333333333335
pfs_get_current_thread_event_id_vc,0.0,0.01,0.0033333333333333335
Double_write::check_page_lsn,0.0,0.01,0.0033333333333333335
optimize_aggregated_query,0.0,0.01,0.0033333333333333335
memcpy_toiovec,0.0,0.01,0.0033333333333333335
THD::set_command,0.0,0.01,0.0033333333333333335
Field_new_decimal::max_display_length,0.0,0.01,0.0033333333333333335
jbd2_journal_put_journal_head,0.0,0.01,0.0033333333333333335
Item_int::eq,0.0,0.01,0.0033333333333333335
Item_decimal::result_type,0.0,0.01,0.0033333333333333335
trx_undo_insert_cleanup,0.0,0.01,0.0033333333333333335
gettimeofday@plt,0.0,0.01,0.0033333333333333335
mem_cgroup_charge_common,0.0,0.01,0.0033333333333333335
Item_field::numeric_context_result_type,0.0,0.01,0.0033333333333333335
blk_add_timer,0.0,0.01,0.0033333333333333335
page_set_max_trx_id,0.0,0.01,0.0033333333333333335
calc_daynr,0.0,0.01,0.0025
lock_move_rec_list_end,0.0,0.01,0.0025
__x86_return_thunk,0.0,0.01,0.0025
aio_put_req,0.0,0.01,0.0025
current_fs_time,0.0,0.01,0.0025
file_read_actor,0.0,0.01,0.0025
bitmap_copy,0.0,0.01,0.0025
pfs_unbind_table_v1,0.0,0.01,0.0025
bitmap_is_clear_all,0.0,0.01,0.0025
__jbd2_journal_file_buffer,0.0,0.01,0.0025
fseg_inode_get,0.0,0.01,0.0025
Field_timestampf::date_flags,0.0,0.01,0.0025
btr_page_reorganize,0.0,0.01,0.0025
Item_func::compile,0.0,0.01,0.0025
OPENSSL_init,0.0,0.01,0.0025
Sql_cmd_dml::get_eligible_secondary_engine,0.0,0.01,0.0025
Add_dirty_blocks_to_flush_list::Add_dirty_blocks_to_flush_list,0.0,0.01,0.0025
my_timestamp_binary_length,0.0,0.01,0.0025
temptable::Table::indexes_create,0.0,0.01,0.0025
Item_func_get_system_var::Item_func_get_system_var,0.0,0.01,0.0025
Item_func_get_system_var::resolve_type,0.0,0.01,0.0025
Arg_comparator::inject_cast_nodes,0.0,0.01,0.0025
Optimize_table_order::consider_plan,0.0,0.01,0.0025
Ha_trx_info_list::Iterator::operator++,0.0,0.01,0.0025
Item_field::remove_column_from_bitmap,0.0,0.01,0.0025
pfs_end_transaction_v1,0.0,0.01,0.0025
ha_innobase::release_auto_increment,0.0,0.01,0.0025
iowrite16,0.0,0.01,0.0025
virtqueue_notify,0.0,0.01,0.0025
dd::cache::Dictionary_client::remove_uncommitted_objects<dd::Event>,0.0,0.01,0.0025
Field_timestampf::type,0.0,0.01,0.0025
bvec_free,0.0,0.01,0.0025
rw_lock_sx_lock_func,0.0,0.01,0.0025
net_field_length,0.0,0.01,0.0025
Item::repoint_const_outer_ref,0.0,0.01,0.0025
Item::make_field,0.0,0.01,0.0025
rename,0.0,0.01,0.0025
skb_release_all,0.0,0.01,0.0025
sys_rename,0.0,0.01,0.0025
__set_current_blocked,0.0,0.01,0.0025
log_mark_file_as_in_use,0.0,0.01,0.0025
SplitConditions,0.0,0.01,0.0025
Log_file_handle::close,0.0,0.01,0.0025
sk_forced_mem_schedule,0.0,0.01,0.0025
ret_from_sys_call,0.0,0.01,0.0025
generic_write_sync,0.0,0.01,0.0025
skb_release_head_state,0.0,0.01,0.0025
generic_segment_checks,0.0,0.01,0.0025
pfs_start_file_wait_vc,0.0,0.01,0.0025
__smp_mb__after_atomic,0.0,0.01,0.0025
blk_rq_merge_ok,0.0,0.01,0.0025
row_mysql_read_true_varchar,0.0,0.01,0.0025
skb_put,0.0,0.01,0.0025
plug_ctx_cmp,0.0,0.01,0.0025
__list_add,0.0,0.01,0.0025
blk_mq_sched_try_merge,0.0,0.01,0.0025
__blk_segment_map_sg,0.0,0.01,0.0025
Fil_shard::prepare_file_for_io,0.0,0.01,0.0025
sys_renameat2,0.0,0.01,0.0025
iov_iter_advance,0.0,0.01,0.0025
__fsnotify_parent,0.0,0.01,0.0025
